FECH;ORIGEN;CANTI;FOBDOL;FOBPES
2312;USA;159;5578;21985684
2312;USA;2166;3597;14335187
2312;USA;4;14;54319
2312;USA;230;987;3947376
2312;USA;95;810;3213321
2312;USA;296;1045;4177038
2312;USA;124;7237;28936817
2312;USA;1;786;3107739
2312;USA;33;140;548043
2312;USA;4481;38412;146813617
2312;USA;1399;24376;96247953
2312;USA;152;3221;12720182
2312;USA;66;2600;10356588
2312;USA;3;154;613007
2312;USA;3;157;623761
2312;USA;7;354;1408840
2312;USA;13;575;2290710
2312;USA;4;97;387162
2312;USA;14;566;2254861
2312;USA;267;3412;13042325
2312;USA;132;1105;4222754
2312;USA;3660;3770;14408364
2312;USA;0;27;105717
2312;USA;10;10;39154
2312;USA;1;15;58072
2312;USA;300;2688;10524676
2312;USA;1200;3610;14134702
2312;USA;1600;1848;7235715
2312;USA;1000;1450;5677374
2312;USA;20;33360;132877884
2312;USA;215967;28060;110126265
2312;USA;100;28;110415
2312;USA;103221;20559;80497605
2312;USA;924;166;639469
2312;USA;219282;137570;549336833
2312;USA;2170;303;1185984
2312;USA;21492;4741;18661686
2312;USA;132497;59612;233408062
2312;USA;58296;28447;113096292
2312;USA;52;205;809807
2312;USA;1385;46503;185228424
2312;USA;1254;33352;132846019
2312;USA;1975;78663;313326528
2312;USA;892;40290;159417148
2312;USA;5208;732;2878223
2312;USA;258339;40730;162847194
2312;USA;212674;50714;202741838
2312;USA;234259;30744;122734645
2312;USA;1210785;542619;2163702448
2312;USA;93719;28199;112671073
2312;USA;945;8557;34181363
2312;USA;863;5138;20553458
2312;USA;272;1853;7328268
2312;USA;20807;79037;315670439
2312;USA;330;1594;6375537
2312;USA;2078;6871;27295437
2312;USA;28;806;3163857
2312;USA;4743;60261;236570551
2312;USA;2205;27514;108013950
2312;USA;201;2529;9926624
2312;USA;1297;25364;99571738
2312;USA;11303889;1779096;7095751789
2312;USA;3220280;835875;3338892619
2312;USA;15488;12606;50406297
2312;USA;795596;133916;534873150
2312;USA;180982;102496;409092043
2312;USA;1276997;2933731;11727298819
2312;USA;528;1673;6685507
2312;USA;162;1975;7899017
2312;USA;4379;80418;323536892
2312;USA;65776;335747;1328256673
2312;USA;10810;54655;210138783
2312;USA;47339;72165;289312446
2312;USA;6498;8466;34059088
2312;USA;31457;164520;645979453
2312;USA;1005;24566;96608871
2312;USA;165;2953;11808400
2312;USA;274;3038;12146274
2312;USA;4236;17077;67568957
2312;USA;6023;48553;193630970
2312;USA;10334;87202;349026498
2312;USA;4;1;3559
2312;USA;43;442;1761785
2312;USA;4971;205055;815687690
2312;USA;200;48;193114
2312;USA;1516;379;1491178
2312;USA;9644283;1897181;7518848648
2312;USA;1900729;607685;2412290314
2312;USA;439769;239017;947859837
2312;USA;459569;114473;453234971
2312;USA;98857;19432;76796333
2312;USA;77457;19328;76508574
2312;USA;2591759;1246817;4934977089
2312;USA;2311081;776837;3072928157
2312;USA;37908;11609;46544241
2312;USA;14915;90073;358522363
2312;USA;539;2903;11611345
2312;USA;78;429;1660852
2312;USA;150;696;2746407
2312;USA;2926;11299;45216856
2312;USA;21;186;733246
2312;USA;11;155;607120
2312;USA;1240;4230;16734385
2312;USA;21953;74546;293468467
2312;USA;1050;7430;29343098
2312;USA;189;891;3514046
2312;USA;54;643;2543212
2312;USA;839;6612;26019196
2312;USA;887;1695;6696108
2312;USA;497;2332;9190342
2312;USA;762;5575;22045455
2312;USA;101;957;3786559
2312;USA;30;259;1030634
2312;USA;1094;12745;50425415
2312;USA;6851;39530;155471213
2312;USA;817;4253;16791338
2312;USA;437;2883;11416884
2312;USA;3141;25843;102261872
2312;USA;118;1934;7638677
2312;USA;10;62;244135
2312;USA;150;954;3767769
2312;USA;198;686;2679682
2312;USA;184;938;3687020
2312;USA;640;9414;37643573
2312;USA;120;2835;11280396
2312;USA;56;357;1422224
2312;USA;9;89;349529
2312;USA;184;1537;6035152
2312;USA;332;3424;13522281
2312;USA;54;580;2288811
2312;USA;60;367;1447239
2312;USA;179;589;2321264
2312;USA;47;596;2369717
2312;USA;41;682;2742703
2312;USA;571;11364;44809776
2312;USA;90;156;614764
2312;USA;28;298;1187849
2312;USA;92;1320;5279248
2312;USA;44800;5431;21632607
2312;USA;15000;1674;6623369
2312;USA;100000;3285;12918519
2312;USA;36;104;410125
2312;USA;163;730;2864163
2312;USA;336;220000;868678800
2312;USA;108;486;1911239
2312;USA;3;70;279617
2312;USA;7;1008;4015015
2312;USA;4950;6540;26166556
2312;USA;662;114;454015
2312;USA;1;17;64893
2312;USA;56;2614;10321207
2312;USA;13;796;3104364
2312;USA;5;274;1092180
2312;USA;46;1794;7152120
2312;USA;360;11444;43978094
2312;USA;777;25841;100609705
2312;USA;228;1587;6348857
2312;USA;3;156;619459
2312;USA;205;533;2096070
2312;USA;183;476;1871126
2312;USA;120;894;3531574
2312;USA;250;1399;5569542
2312;USA;441;13661;52213025
2312;USA;265;2706;10823956
2312;USA;236;3985;15891779
2312;USA;144;720;2831465
2312;USA;5152;174513;694379628
2312;USA;51;2067;8209026
2312;USA;18;842;3261309
2312;USA;108;815;3206634
2312;USA;301;7073;28281941
2312;USA;771;111263;443173864
2312;USA;442;30814;122905927
2312;USA;192;16258;64753564
2312;USA;278;52335;208455761
2312;USA;107;18987;75601528
2312;USA;23;2172;8652287
2312;USA;126;2729;10844125
2312;USA;360;38559;153581754
2312;USA;70;3276;12860823
2312;USA;104;12414;49447220
2312;USA;253;27356;108984703
2312;USA;104;932;3726116
2312;USA;170;1820;7278916
2312;USA;26;688;2737678
2312;USA;157;14773;58903375
2312;USA;336;15343;61008708
2312;USA;67;4172;16617643
2312;USA;521;4412;17409414
2312;USA;1496;25760;99728087
2312;USA;626;19368;74981082
2312;USA;390;711;2844100
2312;USA;322;17747;70656602
2312;USA;1294;7875;30915399
2312;USA;138;1173;4612928
2312;USA;24;204;802248
2312;USA;160;3744;14912914
2312;USA;516;352500;1418181525
2312;USA;1700;98851116;391370995394
2312;USA;13;745695;2927427139
2312;USA;19;494375;1921317940
2312;USA;55;6397;24447743
2312;USA;24;35;138187
2312;USA;330;287;1131257
2312;USA;8;237;935536
2312;USA;96;267;1051913
2312;USA;240;176;696896
2312;USA;250;7600;29757268
2312;USA;576;5480;21554206
2312;USA;144;930;3682732
2312;USA;24;28;109725
2312;USA;1041;5193;20772133
2312;USA;537;2330;9317790
2312;USA;8541;25767;102852880
2312;USA;3071;25758;101565750
2312;USA;55;273;1068717
2312;USA;110;147;574707
2312;USA;1320;4434;17733473
2312;USA;455;2759;10702365
2312;USA;12;112;429888
2312;USA;819;6092;23871385
2312;USA;155;1787;6870253
2312;USA;1548;12297;48357425
2312;USA;90;1200;4731636
2312;USA;882;9284;36171391
2312;USA;165;745;2928007
2312;USA;355;1976;7646376
2312;USA;71;391;1541725
2312;USA;55;201;800960
2312;USA;39;370;1421042
2312;USA;220;1491;5839629
2312;USA;117;8013;31639059
2312;USA;130;6924;27338901
2312;USA;6;140;561587
2312;USA;573;44742;176665498
2312;USA;5;261;1043977
2312;USA;17;1112;4447100
2312;USA;3;196;784782
2312;USA;727;30554;122187154
2312;USA;74;17994;71973581
2312;USA;6;422;1689562
2312;USA;19;6634;26533803
2312;USA;2;115;458390
2312;USA;17;783;3131930
2312;USA;8;343;1372769
2312;USA;11;476;1903157
2312;USA;2;94;374392
2312;USA;17;763;3050331
2312;USA;3;140;561587
2312;USA;42;1508;6033464
2312;USA;4;170;681585
2312;USA;25;1540;6161461
2312;USA;1;91;364792
2312;USA;425;559;2235950
2312;USA;40;2314;9254192
2312;USA;181;8116;32046509
2312;USA;208;10273;40563825
2312;USA;151;3885;15340986
2312;USA;3;47;187196
2312;USA;162;9096495;35921927928
2312;USA;19;58;225881
2312;USA;125;19777;77434598
2312;USA;19;58;225881
2312;USA;66;5210;20399821
2312;USA;381;1521;5955878
2312;USA;14;1468;5745894
2312;USA;720;4399;17556679
2312;USA;1;74;285907
2312;USA;1;45;178846
2312;USA;3;1483;5856707
2312;USA;0;120;469852
2312;USA;0;289;1143504
2312;USA;5;11786;46632474
2312;USA;1;25;98325
2312;USA;1;624;2469018
2312;USA;3;448;1769287
2312;USA;8;5625;22254709
2312;USA;0;59;233053
2312;USA;0;3831;15158348
2312;USA;4;50;195772
2312;USA;3;8314;32896384
2312;USA;2;235;927361
2312;USA;1;50;195772
2312;USA;4;3551;14051523
2312;USA;1;411;1626228
2312;USA;1;3150;12333605
2312;USA;4;90;356029
2312;USA;1;1585;6271465
2312;USA;5;75;299943
2312;USA;830;108;436262
2312;USA;145;12;49745
2312;USA;15;9;35906
2312;USA;120;12;47191
2312;USA;875;163;650356
2312;USA;1299;97;387489
2312;USA;3;3;12000
2312;USA;0;53;210500
2312;USA;1;124;490243
2312;USA;8;74;292207
2312;USA;1;114;451071
2312;USA;1;187;740705
2312;USA;10;63;250067
2312;USA;2;2;7914
2312;USA;2;18;69560
2312;USA;1;38;148418
2312;USA;2;89;352943
2312;USA;14;58;227909
2312;USA;6;1;3957
2312;USA;5600;784;3083151
2312;USA;46073;8204;32783198
2312;USA;26120;3860;15423861
2312;USA;32560;3941;15708765
2312;USA;1245881;577900;2301390891
2312;USA;16638;6659;26402202
2312;USA;4443;48113;189576729
2312;USA;37;6158;24526405
2312;USA;146;13163;52430283
2312;USA;712594;102531;403135730
2312;USA;15450;2805;10993510
2312;USA;300;135;528583
2312;USA;558231;120292;470996834
2312;USA;448;4313;17011584
2312;USA;185;7719;30596092
2312;USA;2411;41783;165287070
2312;USA;79;3384;13429817
2312;USA;1241;26806;103062439
2312;USA;116;3758;14450334
2312;USA;3277;49319;189621608
2312;USA;81;3120;12408956
2312;USA;373;11046;43705429
2312;USA;70;4248;16744243
2312;USA;92;3403;13487756
2312;USA;6494;8542;32842751
2312;USA;83;1315;5210166
2312;USA;28747;217656;856536071
2312;USA;1972;21581;85343505
2312;USA;1069;7622;29969924
2312;USA;384880;121442;482257430
2312;USA;2372;14715;58891429
2312;USA;7238;60547;242308475
2312;USA;292;3977;15200293
2312;USA;95965;19354;76860617
2312;USA;4820;784;3088463
2312;USA;6194753;1539560;6105597203
2312;USA;1055288;361963;1437862362
2312;USA;1169535;682741;2712069686
2312;USA;716311;124009;487493260
2312;USA;250633;34296;136091870
2312;USA;193632;48033;191059691
2312;USA;2679901;1348452;5328286780
2312;USA;2932226;876314;3439037491
2312;USA;94360;24345;97568760
2312;USA;31595;262097;1041635484
2312;USA;89;478;1910728
2312;USA;161;580;2318070
2312;USA;700;4630;18127110
2312;USA;12273;40025;160075186
2312;USA;35;41;164544
2312;USA;445;1474;5888780
2312;USA;9559;29507;117600394
2312;USA;73;351;1399442
2312;USA;85;731;2917692
2312;USA;198;1221;4872346
2312;USA;6;57;228558
2312;USA;2556;93560;368609206
2312;USA;58;1189;4743959
2312;USA;17344;1128;4497761
2312;USA;4762;12170;48307291
2312;USA;3;79;315904
2312;USA;9;280;1116079
2312;USA;8;308;1226810
2312;USA;78;1460;5761777
2312;USA;337;5091;19939996
2312;USA;2143;5555;21807142
2312;USA;1;12;48714
2312;USA;191;7484;29827153
2312;USA;2006;7584;29781681
2312;USA;865;12258;48337763
2312;USA;63;1369;5404825
2312;USA;1009;5365;21220665
2312;USA;60;461;1807865
2312;USA;1170;3120;12323240
2312;USA;1002;2430;9625968
2312;USA;25938;77291;305463314
2312;USA;4262;31185;122716206
2312;USA;50;233;917730
2312;USA;22;491;1941186
2312;USA;112;2753;10858976
2312;USA;6;131;519918
2312;USA;33711;283128;1121300642
2312;USA;5385;36650;144089024
2312;USA;15694;71274;281288374
2312;USA;620;2554;10088901
2312;USA;2664;4812;18502033
2312;USA;297;170;666328
2312;USA;389;870;3466347
2312;USA;18;219;867374
2312;USA;168;6884;27421598
2312;USA;435;36278;145778981
2312;USA;35;6402;25570646
2312;USA;493;32815;132005457
2312;USA;32;11448;45947976
2312;USA;10;5775;23136732
2312;USA;137;2553;10154516
2312;USA;26;8290;33148248
2312;USA;125;3431;13530389
2312;USA;89;7791;31082702
2312;USA;18;799;3180944
2312;USA;145;8171;32755289
2312;USA;98;3501;13868544
2312;USA;24;4394;17599333
2312;USA;88;127;496163
2312;USA;210;788;3128750
2312;USA;1543;9781;38935909
2312;USA;193;598;2348788
2312;USA;4491;9271;36528956
2312;USA;36;1321;5262538
2312;USA;92;778;3065982
2312;USA;610;8908;35179068
2312;USA;490;3996;15685807
2312;USA;10;3121;12502346
2312;USA;5508;41177;162213213
2312;USA;13;1931;7721923
2312;USA;12998;108721;428002479
2312;USA;42045;540236;2137676392
2312;USA;4810;93881;372968162
2312;USA;6456;25132;99453396
2312;USA;200;94;371097
2312;USA;383;14294;57105618
2312;USA;3;36;143393
2312;USA;1232;8017;31902630
2312;USA;37;447;1780101
2312;USA;184;10602818;41733256726
2312;USA;151;8929008;35207346809
2312;USA;0;57;227760
2312;USA;26;150;593775
2312;USA;168;20765;82161330
2312;USA;10;42;166053
2312;USA;3065;1811;7116423
2312;USA;95;589;2322090
2312;USA;486;4040;15928934
2312;USA;365;9;34519
2312;USA;16;0;1480
2312;USA;19;70;278554
2312;USA;78;286;1144054
2312;USA;200;620;2494390
2312;USA;12958;49052;191345767
2312;USA;10;260;1020739
2312;USA;130;520;2092069
2312;USA;9800;43720;174143318
2312;USA;1350;5400;21725334
2312;USA;1744;31064;123090373
2312;USA;54;1040;4142232
2312;USA;1;10;39832
2312;USA;30;3;11998
2312;USA;20;1;3983
2312;USA;9;6;23997
2312;USA;2;60;235955
2312;USA;1;5;19663
2312;USA;330;7;26289
2312;USA;1;1;3983
2312;USA;3;90;353933
2312;USA;1;80000;313234400
2312;USA;1;20000;78308600
2312;USA;2;6;23937
2312;USA;35;36;142127
2312;USA;51;206;816715
2312;USA;252;63;247753
2312;USA;498;61;245739
2312;USA;150;15;60678
2312;USA;206;40;155337
2312;USA;160;16;62921
2312;USA;208;7;25857
2312;USA;885;42;166567
2312;USA;5;7;27685
2312;USA;1242;571;2298540
2312;USA;4580;1374;5527891
2312;USA;374801;52806;210601536
2312;USA;410019;60989;243547368
2312;USA;4210;734;2929545
2312;USA;17732;7240;28887272
2312;USA;863;9493;37957855
2312;USA;5840;4508943;17797205914
2312;USA;3;166;665712
2312;USA;220;6410;25630089
2312;USA;98;2499;9991677
2312;FRA;1600;19900;78575946
2312;FRA;22;401;1542922
2312;FRA;2;42;160329
2312;FRA;4;50;193009
2312;FRA;29620;14427;57717873
2312;FRA;11580;6210;24338397
2312;FRA;21;1232818;4905857721
2312;FRA;16;13012;50376353
2312;GTM;100;21201;83009465
2312;GTM;165;9981;39821135
2312;GTM;478;11218;44753256
2312;GTM;25;2681;10695186
2312;GTM;61;4212;16802708
2312;GTM;360;3324;13261145
2312;GTM;16;531;2119089
2312;GTM;17;626;2498895
2312;GTM;38;1047;4176101
2312;GTM;16;173;689155
2312;GTM;12;31;123516
2312;GTM;25;1946;7763146
2312;GTM;53;1784;7115522
2312;GTM;14;357;1424269
2312;GTM;21;505;2016358
2312;GTM;21;715;2853805
2312;GTM;25;1807;7208838
2312;GTM;231;14685;58585983
2312;GTM;435;19901;79396952
2312;GTM;81;4397;17542889
2312;GTM;35;233;927929
2312;GTM;25;1269;5074109
2312;GTM;15;1283;5130408
2312;GTM;202;10337;41334117
2312;GTM;331;5785;23131340
2312;GTM;29;3225;12893595
2312;GTM;2;131;525324
2312;GTM;18;1832;7324231
2312;GTM;370;3778;15106451
2312;GTM;21;578;2313098
2312;GTM;6;65;259023
2312;GTM;38;1104;4413955
2312;GTM;3;8;33827
2312;GTM;42;904;3616092
2312;GTM;15;469;1876461
2312;GTM;16;375;1497522
2312;GTM;385;15295;61158730
2312;GTM;258;8923;35678225
2312;GTM;3;174;695741
2312;GTM;3;24;97364
2312;GTM;26;1691;6733953
2312;GTM;15;1386;5520128
2312;GTM;201;11101;44215833
2312;GTM;99;1880;7486729
2312;GTM;557;11883;47330417
2312;GTM;54;4065;16189513
2312;GTM;69;1566;6239126
2312;GTM;182;6525;25991727
2312;GTM;608;5834;23236661
2312;GTM;36;992;3950010
2312;GTM;9;59;234966
2312;GTM;31;1438;5729243
2312;GTM;37;709;2822341
2312;GTM;65;4000;15930728
2312;GTM;489;20624;82146693
2312;GTM;4;206;820768
2312;GTM;45;124;493592
2312;GTM;243;4109;16224867
2312;GTM;4;28;112650
2312;GTM;10;52;207195
2312;GTM;16;265;1065346
2312;GTM;27;236;947466
2312;GTM;8;41;165756
2312;GTM;52;407;1635837
2312;GTM;4;34;136789
2312;GTM;12;78;315420
2312;GTM;72;422;1699002
2312;GTM;12;72;289671
2312;GTM;63;353;1418986
2312;GTM;10;60;241393
2312;GTM;13;159;640093
2312;GTM;4;52;207598
2312;GTM;8;66;263923
2312;GTM;40;506;2035744
2312;GTM;18;93;372952
2312;GTM;12;96;386228
2312;GTM;14;140;563249
2312;GTM;94;576;2316765
2312;GTM;11;74;298723
2312;GTM;13;98;394275
2312;GTM;7;53;211219
2312;GTM;2160;950;3823659
2312;GTM;228;3650;14291320
2312;GTM;584;6524;25813309
2312;GTM;516;7222;28573742
2312;GTM;2761;4993;19715455
2312;GTM;900;33200;129992276
2312;GTM;25;323;1262726
2312;GTM;7;84;331125
2312;GTM;14;166;669704
2312;GTM;4;67;269314
2312;GTM;870;3906;15617380
2312;GTM;100;1400;5630804
2312;GTM;66;412;1631604
2312;GTM;3;48;194482
2312;GTM;3;46;183458
2312;GTM;3;20;80303
2312;GTM;2;22;87102
2312;GTM;3;42;167164
2312;GTM;30;298;1199721
2312;GTM;4;39;156664
2312;GTM;2427;16041;63360335
2312;GTM;66;719;2840896
2312;GTM;6;54;212747
2312;GTM;3;21;83602
2312;GTM;354360;49433;193551451
2312;GTM;53;6989;27557994
2312;GTM;26;3456;13818851
2312;GTM;1204;89457;354437689
2312;GTM;50;460;1833198
2312;GTM;25;3079;12282269
2312;GTM;25;234;934552
2312;GTM;37;2475;9958893
2312;GTM;47;3478;13991115
2312;GTM;34;2875;11567533
2312;GTM;4;288;1158684
2312;GTM;600;6;23899
2312;GTM;41;655;2564959
2312;GTM;1633;1783;7102590
2312;GTM;30;1780;6843762
2312;GTM;17;278;1113105
2312;GTM;6;53;212321
2312;GTM;237;119;472003
2312;GTM;3;81;322635
2312;GTM;0;1;3784
2312;GTM;425;12229;48219314
2312;GTM;483;7066;28117974
2312;GTM;35;428;1693677
2312;GTM;258;3419;13630749
2312;GTM;299;2125;8438637
2312;GTM;1577;9410;37435674
2312;GTM;54;612;2443113
2312;GTM;444;2843;11292303
2312;GTM;62;298;1182738
2312;GTM;1232;7391;29430655
2312;GTM;640;6884;27402965
2312;GTM;50;294;1163646
2312;GTM;168;564;2246016
2312;GTM;127;493;1958945
2312;GTM;2093;7017;27877407
2312;GTM;875;7676;30528049
2312;GTM;20;360;1393722
2312;GTM;167;2249;8974773
2312;GTM;937;13229;52552276
2312;GTM;15;135;522646
2312;GTM;1640;4654;18544989
2312;GTM;3405;13741;54938168
2312;GTM;1328;8238;32686077
2312;GTM;62;603;2393473
2312;GTM;2697;5881;23379440
2312;GTM;6112;13133;52411935
2312;GTM;2131;12990;51651623
2312;GTM;284;2923;11544916
2312;GTM;183;665;2644884
2312;GTM;30164;121313;482073579
2312;GTM;2067;8803;35099436
2312;GTM;4860;40028;158984258
2312;GTM;231;5339;21303838
2312;GTM;343;8422;33631981
2312;GTM;1415;19194;76459405
2312;GTM;1576;7905;31386296
2312;GTM;686;2877;11446862
2312;GTM;743;5041;20093511
2312;GTM;1191;21940;86875808
2312;GTM;483;1040;4147933
2312;GTM;1784;10718;42538638
2312;GTM;12;154;615158
2312;GTM;57;2558;10228349
2312;GTM;132;6142;24556969
2312;GTM;16;325;1294153
2312;GTM;1133;12643;50283162
2312;GTM;1176;13418;53419903
2312;GTM;192;1930;7688100
2312;GTM;18;180;718184
2312;GTM;157;3497;13927841
2312;GTM;100;3165;12606402
2312;GTM;28;967;3844552
2312;GTM;605;17345;69087302
2312;GTM;152;1669;6637518
2312;GTM;1246;19060;75697516
2312;GTM;208;5641;22458494
2312;GTM;451;8974;35766810
2312;GTM;295;7412;29470712
2312;GTM;79;1765;6907649
2312;GTM;461;9869;39281980
2312;GTM;189;2752;10917474
2312;GTM;249;5298;21018150
2312;GTM;4527;82577;328959054
2312;GTM;740;14897;59238320
2312;GTM;721;15262;60787527
2312;GTM;314;2112;8398154
2312;GTM;26;382;1522272
2312;GTM;802;13775;54723319
2312;GTM;1708;27641;110039263
2312;GTM;623;8098;32266423
2312;GTM;1513;2981;11872217
2312;GTM;6;120;471911
2312;GTM;1;4;15954
2312;GTM;740;8424;33681969
2312;GTM;225;2256;8982116
2312;GTM;160;1097;4366197
2312;GTM;63;1690;6759706
2312;GTM;349;6935;27523942
2312;GTM;2239;13965;55709901
2312;GTM;2371;23718;94076436
2312;GTM;24;177;699855
2312;GTM;57;681;2707758
2312;GTM;8;74;296849
2312;GTM;18;175;698140
2312;GTM;2;19;74212
2312;GTM;1;10;38786
2312;GTM;54;638;2552169
2312;GTM;60;709;2835743
2312;GTM;3;35;141787
2312;GTM;14;163;649798
2312;GTM;48;1200;4789056
2312;GTM;326;10603;42319442
2312;GTM;210;1829;7209830
2312;GTM;1;20;79663
2312;GTM;700;383;1523469
2312;GTM;12;2;9560
2312;GTM;8;53;209510
2312;GTM;15;90;360749
2312;GTM;0;12;47798
2312;GTM;100;140;557550
2312;GTM;450;1017;4051796
2312;GTM;1250;1012;4030290
2312;GTM;3750;9447;37620925
2312;GTM;3750;4833;19247223
2312;GTM;8;336;1343499
2312;GTM;115;304;1210282
2312;GTM;140;1680;6690998
2312;GTM;416;5610;22342104
2312;GTM;20;40;157707
2312;GTM;1140;3340;13301152
2312;GTM;158;4405;17247078
2312;GTM;200;1511;6015965
2312;GTM;126;9800;39185398
2312;GTM;76;2888;11547697
2312;GTM;0;20;79663
2312;GTM;30;101;401850
2312;GTM;2000;20;79989
2312;GTM;1700;68;271961
2312;GTM;52;639;2511431
2312;GTM;25;254;1000955
2312;GTM;41;280;1090855
2312;GTM;157;942;3684568
2312;GTM;10;89;342188
2312;GTM;66;441;1729007
2312;GTM;5;25;100095
2312;GTM;224;1346;5222252
2312;GTM;33;322;1249760
2312;GTM;33;103;403233
2312;GTM;30;285;1096467
2312;GTM;221;704;2731423
2312;GTM;267;2445;9395579
2312;GTM;7;184;701728
2312;GTM;96;297;1164591
2312;GTM;171;1081;4198363
2312;GTM;6;21;81972
2312;GTM;2404;4644;17855121
2312;GTM;113;621;2432909
2312;GTM;4;38;144872
2312;GTM;14;58;230516
2312;GTM;3450;12697;49662131
2312;GTM;60;239;924902
2312;GTM;408;2837;11144730
2312;GTM;2;22;87105
2312;GTM;169;961;3754072
2312;GTM;48;252;979560
2312;GTM;25;154;597398
2312;GTM;63;503;1962615
2312;GTM;173;1944;7583673
2312;GTM;137;1014;3962553
2312;GTM;48;513;2018051
2312;GTM;5;49;188588
2312;GTM;148;1640;6376774
2312;GTM;811;16881;67206246
2312;GTM;54;288;1129530
2312;GTM;10;10;39825
2312;GTM;20;8;31860
2312;GTM;20;18;71685
2312;GTM;20;10;39825
2312;GTM;2;2;7965
2312;GTM;2;10;39154
2312;GTM;1;15;59738
2312;GTM;20;18;71685
2312;GTM;10;1;3983
2312;GTM;10;3;11948
2312;GTM;15;6;23895
2312;GTM;20;10;39825
2312;GTM;1;1;3915
2312;GTM;5;1;3983
2312;GTM;30;9;35843
2312;GTM;100;465;1851863
2312;GTM;390;9152;36212268
2312;GTM;50;2;5975
2312;GTM;18;693;2770967
2312;GTM;12;252;1007625
2312;GTM;2;67;268700
2312;GTM;2;43;169147
2312;GTM;2;79;310102
2312;GTM;2;52;204385
2312;GTM;12;340;1332029
2312;GTM;2;96;377056
2312;GTM;1;26;102193
2312;GTM;18;486;1902899
2312;GTM;1;44;172670
2312;GTM;28;1084;4242760
2312;GTM;211;601;2360762
2312;GTM;906;4469;17546033
2312;HND;4;428;1695076
2312;HND;1200;7561;29271879
2312;HND;259;4325;17113739
2312;HND;951;28946;114532296
2312;HND;70;3205;12679437
2312;HND;132;2167;8576119
2312;HND;44;243;961888
2312;HND;2;6;23741
2312;HND;0;23;91005
2312;HND;3;4;14244
2312;HND;12;10;37985
2312;HND;35;3321;12693678
2312;HND;288;7617;29111905
2312;HND;197;2410;9501007
2312;HND;900;3076;12175959
2312;HND;3000;572;2278840
2312;HND;253000;15471;61233294
2312;HND;4;285;1125334
2312;HND;3;42;166776
2312;HND;2801;44650;176725375
2312;HND;132;1621;6275930
2312;HND;42;774;3096719
2312;HND;305;5426;21008036
2312;HND;33;310;1238463
2312;HND;2;19;72657
2312;HND;120;19207;76818012
2312;HND;22600;19210;73858800
2312;HND;180;2257;9006210
2312;HND;7;18;66924
2312;HND;7;393;1501645
2312;HND;14;388;1481579
2312;HND;36;470;1796746
2312;HND;6;98;373988
2312;HND;14;77;295483
2312;HND;7;76;288909
2312;HND;4;32;123605
2312;HND;2;64;244688
2312;HKG;700;9765;39286646
2312;HKG;4092;12357;49716576
2312;HKG;2;364969;1459332196
2312;HKG;593;23198680;91415471661
2312;HKG;5;525724;2089981575
2312;IND;49;2715990;10709230050
2312;IND;628;35912309;141790794513
2312;IND;128;7392694;28689273399
2312;IDN;359;1795;7149754
2312;ITA;22;2728;10794041
2312;ITA;561;48504;191918687
2312;ITA;132;33572;132836347
2312;ITA;10;6889;27258120
2312;ITA;55;20840;82458878
2312;ITA;39;6742;26675526
2312;ITA;25;5300;20970828
2312;ITA;53;14000;55394640
2312;ITA;82;25312;100153509
2312;ITA;54;9804;38792075
2312;ITA;22;4312;17061549
2312;ITA;346;18163;71866157
2312;ITA;315;5626;22495217
2312;ITA;32;3933;15691060
2312;ITA;32;9539;38054562
2312;ITA;39;15268;60913726
2312;ITA;68;28273;112798303
2312;ITA;39;8898;35499973
2312;ITA;89;23633;94284876
2312;ITA;32;6477;25839517
2312;ITA;37;7080;28247291
2312;ITA;30;3533;14094282
2312;ITA;22;4048;16149698
2312;ITA;65;6219;24811809
2312;ITA;18420;3897;15552459
2312;ITA;2085;1097;4357486
2312;ITA;61;1498810;5909852715
2312;ITA;382;12144079;47884466558
2312;ITA;13290;7295;29102089
2312;ITA;107;2491104;9960702696
2312;ITA;27710;12232;48575397
2312;ITA;1137;35340550;139014533271
2312;ITA;20;2502;9867038
2312;ITA;4;948;3738781
2312;ITA;6;1369;5397850
2312;ITA;6;1766;6964968
2312;ITA;6;1148;4527229
2312;ITA;4;471;1857325
2312;ITA;3;232;914152
2312;JPN;3881;53798;212061540
2312;JPN;855;4703;18080219
2312;JPN;50;260;1026620
2312;JPN;65918;23024;92009634
2312;JPN;473;6598;26546548
2312;KEN;1176;39270;157076466
2312;MDV;4;1122;4403693
2312;MDV;15;4404;17287639
2312;MDV;3;1375;5396913
2312;MDV;3;869;3410473
2312;MDV;3;744;2919831
2312;MDV;4;1158;4547298
2312;MDV;3;448;1759020
2312;MEX;8000;28320;113237803
2312;MEX;8000;28320;113237803
2312;MEX;2;6492;26261568
2312;MEX;2;11;45903
2312;MEX;8073;55853;221175270
2312;MEX;895;9155;36100293
2312;MEX;214;1393;5490985
2312;MEX;2;624;2495070
2312;MEX;150;1156;4613457
2312;MEX;55;1452;5794758
2312;MEX;6;79;315465
2312;MEX;10;143;574072
2312;MEX;5;70;278900
2312;MEX;7;399;1588082
2312;MEX;96;672;2601614
2312;MEX;11;155;623857
2312;MEX;514;5630;22003161
2312;MEX;496;6321;25195846
2312;MEX;244;992;3895934
2312;MEX;447;1758;6915852
2312;MEX;165;367;1441900
2312;MEX;10001;25334;100141184
2312;MEX;1;5;20314
2312;MEX;2;15;57316
2312;MEX;124;620;2400299
